39, State-gov, 77516, 4, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, 0
50, Private, 167065, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 1
32, Private, 113364, 7, 10, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 30, United-States, 0
40, Federal-gov, 219266, 8, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 1
58, Federal-gov, 200042, 7, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 40, United-States, 1
20, Private, 205975, 8, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 20, United-States, 0
56, Private, 65325, 4, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 50, United-States, 0
30, Local-gov, 194740, 4, 13, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, 0
39, Private, 99065, 7, 10, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 39, United-States, 0
25, Private, 212793, 6, 12, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, 1
33, Private, 112941, 8, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, 1
41, State-gov, 187322, 4, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, 0
50, Private, 283676, 7, 10, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, 0
44, Private, 173682, 7, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, 0
27, Private, 168470, 4, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, 0
27, Private, 186454, 4, 13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male, 13550, 0, 40, United-States, 1
58, Private, 141807, 14, 3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Italy, 0
25, Private, 245628, 7, 10, Never-married, Tech-support, Own-child, White, Male, 0, 0, 15, Mexico, 0
31, Private, 264864, 8, 9, Married-civ-spouse, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, 0
39, Private, 262841, 8, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, 1
55, Private, 37438, 5, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 1
22, Private, 170800, 5, 11, Never-married, Other-service, Own-child, White, Female, 0, 0, 12, United-States, 0
44, Private, 152150, 6, 12, Separated, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, 0
44, Private, 159580, 9, 8, Divorced, Transport-moving, Not-in-family, White, Female, 0, 0, 40, United-States, 0
61, Private, 477209, 13, 4, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 54, United-States, 0
32, Private, 70985, 5, 11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, 0
35, Private, 241998, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, 1
28, Private, 249541, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
57, Private, 135339, 4, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, 1
32, Private, 44675, 1, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 65, United-States, 1
46, State-gov, 247992, 13, 4, Never-married, Other-service, Not-in-family, Black, Female, 0, 0, 40, United-States, 0
26, Self-emp-not-inc, 221626, 8, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 1579, 20, United-States, 0
43, Self-emp-inc, 48087, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
62, Local-gov, 114045, 8, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 35, United-States, 0
60, State-gov, 69251, 3, 14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 38, China, 1
67, Private, 192670, 8, 9, Divorced, Sales, Not-in-family, White, Female, 0, 0, 20, United-States, 0
19, Private, 268392, 8, 9, Never-married, Sales, Unmarried, Black, Female, 0, 0, 30, United-States, 0
48, Private, 431513, 11, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 65, United-States, 1
19, State-gov, 37332, 8, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 20, United-States, 0
19, Private, 35865, 7, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 30, United-States, 0
43, Private, 183891, 8, 9, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, 0
31, Private, 150309, 1, 16, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 90, United-States, 0
65, Private, 93318, 7, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 45, United-States, 0
32, Private, 171814, 8, 9, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, 0
36, State-gov, 183735, 3, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, 1
41, Private, 353541, 8, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Mexico, 0
33, Local-gov, 152351, 7, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 3908, 0, 40, United-States, 0
34, Private, 345705, 4, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 1977, 50, United-States, 1
27, Private, 223751, 7, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 45, United-States, 0
75, Self-emp-inc, 164570, 10, 7, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, 0
51, Private, 110747, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1887, 40, United-States, 1
47, Private, 34458, 8, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, 0
31, Private, 254293, 7, 10, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, 0
40, Private, 270147, 3, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, 1
48, Private, 195491, 8, 9, Divorced, Sales, Not-in-family, White, Female, 0, 0, 30, United-States, 0
36, Local-gov, 255454, 4, 13, Never-married, Protective-serv, Not-in-family, Black, Male, 0, 0, 40, United-States, 0
18, Private, 126125, 8, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 20, United-States, 0
33, Private, 618191, 8, 9, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, 0
34, Private, 163110, 3, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, 0
51, Private, 145409, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 3103, 0, 48, United-States, 1
39, State-gov, 235379, 6, 12, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, 0
20, Private, 55465, 8, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 35, United-States, 0
67, Local-gov, 181220, 7, 10, Divorced, Adm-clerical, Not-in-family, Black, Female, 0, 0, 20, United-States, 0
42, Private, 26672, 5, 11, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 60, United-States, 0
59, Private, 98361, 10, 7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, 0
31, Local-gov, 219883, 8, 9, Never-married, Protective-serv, Not-in-family, Black, Male, 0, 0, 40, United-States, 0
19, Private, 376683, 7, 10, Never-married, Other-service, Unmarried, Black, Female, 2036, 0, 30, United-States, 0
47, Private, 33865, 7, 10, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 48, United-States, 0
68, Private, 168794, 13, 4, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 30, United-States, 0
30, Private, 94245, 7, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, 0
34, Private, 34572, 8, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 60, United-States, 0
49, Private, 348751, 13, 4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, 0
38, Private, 65382, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 1
60, Private, 116707, 7, 10, Married-civ-spouse, Sales, Husband, White, Male, 7298, 0, 40, United-States, 1
24, Private, 140001, 4, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, 0
18, Private, 166889, 7, 10, Never-married, Handlers-cleaners, Own-child, Black, Female, 0, 1602, 35, United-States, 0
24, Private, 117789, 4, 13, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States, 0
21, Private, 238917, 14, 3, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, Mexico, 0
48, Local-gov, 242923, 8, 9, Married-civ-spouse, Tech-support, Wife, White, Female, 0, 1848, 40, United-States, 1
52, Local-gov, 330799, 12, 5, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 40, United-States, 0
48, Private, 209460, 8, 9, Divorced, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, 0
40, Federal-gov, 75313, 4, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 66, United-States, 1
20, Private, 184779, 7, 10, Never-married, Tech-support, Own-child, White, Female, 0, 0, 20, United-States, 0
31, Private, 139000, 8, 9, Divorced, Sales, Unmarried, White, Female, 0, 0, 25, United-States, 0
30, Private, 361742, 7, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, 0
51, Private, 203435, 8, 9, Never-married, Handlers-cleaners, Own-child, White, Female, 0, 0, 40, United-States, 0
29, Private, 100579, 5, 11, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, 0
56, Self-emp-not-inc, 356067, 3, 14, Never-married, Sales, Not-in-family, White, Male, 0, 0, 16, United-States, 0
46, Private, 87250, 4, 13, Separated, Tech-support, Unmarried, White, Female, 0, 0, 40, United-States, 0
41, Private, 264663, 7, 10, Separated, Prof-specialty, Own-child, White, Female, 0, 3900, 40, United-States, 0
29, Private, 255817, 14, 3, Never-married, Other-service, Other-relative, White, Female, 0, 0, 40, El-Salvador, 0
48, Self-emp-not-inc, 243631, 8, 9, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 30, South, 0
34, Self-emp-inc, 544268, 8, 9, Divorced, Sales, Not-in-family, White, Female, 0, 0, 50, United-States, 0
42, Self-emp-not-inc, 98061, 5, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, 0
25, Private, 95691, 8, 9, Never-married, Other-service, Unmarried, White, Female, 0, 0, 30, Columbia, 0
47, Private, 145868, 10, 7, Divorced, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, 0
23, Private, 65038, 8, 9, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, 0
43, Local-gov, 227734, 5, 11, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 22, United-States, 0
19, Local-gov, 176831, 7, 10, Never-married, Other-service, Own-child, Black, Female, 0, 0, 35, United-States, 0
22, Private, 211678, 8, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, 0
40, Local-gov, 157240, 4, 13, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 70, United-States, 0
41, Self-emp-not-inc, 145441, 5, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Yugoslavia, 0
71, Self-emp-inc, 66624, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 2392, 60, United-States, 1
42, Private, 76487, 8, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 45, United-States, 0
31, State-gov, 557853, 4, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 47, United-States, 0
58, Self-emp-not-inc, 118253, 8, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 70, United-States, 0
36, Private, 146625, 10, 7, Widowed, Other-service, Unmarried, Black, Female, 0, 0, 12, United-States, 0
31, Private, 174201, 8, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 65, United-States, 0
41, Private, 121130, 8, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, 0
35, Private, 385847, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
28, Private, 114158, 4, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 15, United-States, 0
27, Private, 381789, 9, 8, Married-civ-spouse, Farming-fishing, Own-child, White, Male, 0, 0, 55, United-States, 0
17, Private, 82041, 10, 7, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, Canada, 0
35, Self-emp-not-inc, 115618, 8, 9, Divorced, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, 1
45, Self-emp-not-inc, 106110, 7, 10, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 99, United-States, 0
44, Private, 267521, 4, 13, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, 0
27, Private, 90692, 5, 11, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 40, Philippines, 0
51, Private, 57101, 12, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
49, Private, 236913, 8, 9, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 45, United-States, 0
64, Self-emp-not-inc, 388625, 11, 6, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 10, United-States, 1
54, Self-emp-not-inc, 261207, 13, 4, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 45, Cuba, 0
43, Private, 245487, 8, 9, Married-civ-spouse, Craft-repair, Husband, Other, Male, 0, 0, 40, Mexico, 0
32, Private, 262153, 8, 9, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 35, United-States, 0
36, Private, 225516, 6, 12, Never-married, Sales, Not-in-family, Black, Male, 10520, 0, 43, United-States, 1
26, Self-emp-not-inc, 68729, 8, 9, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male, 0, 0, 50, United-States, 1
37, Private, 126954, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, 1
38, Private, 85074, 6, 12, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, 0
26, Private, 383306, 9, 8, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
50, Private, 128143, 4, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1887, 50, United-States, 1
47, Private, 185041, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 7298, 0, 40, United-States, 1
42, Private, 99373, 8, 9, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, 0
66, Local-gov, 157942, 8, 9, Widowed, Transport-moving, Not-in-family, Black, Female, 0, 0, 40, United-States, 0
43, Private, 241928, 8, 9, Separated, Adm-clerical, Not-in-family, Black, Female, 0, 0, 32, United-States, 0
37, Private, 348739, 4, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, 1
37, Private, 95654, 11, 6, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 35, United-States, 0
25, Private, 367306, 7, 10, Never-married, Tech-support, Own-child, White, Female, 0, 0, 40, United-States, 0
29, Private, 270421, 4, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, 1
50, Self-emp-not-inc, 156951, 6, 12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 3103, 0, 40, United-States, 1
42, State-gov, 39239, 3, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 70, United-States, 0
32, Private, 72744, 8, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, 0
42, State-gov, 367292, 7, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, 1
41, Self-emp-not-inc, 408498, 8, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, 0
25, Private, 361493, 4, 13, Never-married, Sales, Not-in-family, White, Male, 3325, 0, 40, United-States, 0
65, Self-emp-inc, 157403, 8, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, 0
32, Private, 231263, 7, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 50, United-States, 0
32, Private, 244147, 8, 9, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 10, United-States, 0
24, Private, 220944, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, 0
51, Federal-gov, 314007, 8, 9, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, 0
28, Private, 33374, 10, 7, Married-spouse-absent, Other-service, Unmarried, White, Female, 0, 0, 35, United-States, 0
32, Self-emp-inc, 345489, 7, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, 1
77, Private, 83601, 2, 15, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 0
47, Private, 162302, 8, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 20, United-States, 0
26, Private, 112847, 8, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, 0
20, Private, 147344, 7, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 20, United-States, 0
57, State-gov, 183657, 7, 10, Married-civ-spouse, Prof-specialty, Husband, Black, Male, 0, 0, 35, United-States, 1
40, Private, 130760, 1, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, 0
50, Private, 163948, 3, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, 1
19, Private, 316797, 13, 4, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male, 0, 0, 45, Mexico, 0
54, Federal-gov, 332243, 9, 8, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, 0
51, Local-gov, 195844, 7, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, 1
51, Local-gov, 387250, 4, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 50, United-States, 1
38, State-gov, 188303, 7, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 7688, 0, 40, United-States, 1
17, Private, 178953, 9, 8, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, 0
32, Private, 398988, 4, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, 0
29, Private, 535978, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, 0
42, Private, 296982, 7, 10, Divorced, Sales, Unmarried, White, Male, 0, 0, 40, United-States, 0
40, Private, 231991, 8, 9, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, 0
27, Private, 295799, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
22, State-gov, 201569, 4, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 20, United-States, 0
58, Private, 193568, 10, 7, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, 0
61, Private, 97128, 4, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, 1
42, Private, 203393, 4, 13, Married-civ-spouse, Craft-repair, Wife, Black, Female, 0, 0, 35, United-States, 1
49, Private, 138370, 3, 14, Married-spouse-absent, Protective-serv, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, India, 0
43, Private, 91949, 8, 9, Divorced, Machine-op-inspct, Not-in-family, Black, Female, 0, 0, 40, United-States, 0
46, Private, 228372, 4, 13, Divorced, Sales, Unmarried, White, Male, 0, 0, 40, United-States, 1
28, Private, 132191, 8, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 45, United-States, 1
39, Self-emp-not-inc, 274683, 7, 10, Married-civ-spouse, Sales, Husband, White, Male, 7688, 0, 50, United-States, 1
50, Local-gov, 196307, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 7688, 0, 40, United-States, 1
57, Private, 195835, 7, 10, Married-spouse-absent, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, 0
47, Private, 185399, 8, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 38, United-States, 0
79, Self-emp-not-inc, 103684, 8, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, 0
40, Private, 140559, 8, 9, Married-civ-spouse, Priv-house-serv, Wife, White, Female, 0, 0, 45, United-States, 0
35, Federal-gov, 110188, 4, 13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Vietnam, 0
35, Local-gov, 668319, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1740, 80, United-States, 0
30, Private, 112358, 4, 13, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 60, United-States, 1
26, Private, 151810, 11, 6, Never-married, Farming-fishing, Not-in-family, Black, Male, 0, 0, 40, United-States, 0
49, Private, 48120, 8, 9, Never-married, Transport-moving, Unmarried, Black, Female, 1506, 0, 40, United-States, 0
48, Private, 144844, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
22, Private, 205839, 7, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 45, United-States, 0
22, Private, 113760, 10, 7, Never-married, Other-service, Own-child, White, Female, 0, 0, 30, United-States, 0
50, Private, 138358, 11, 6, Separated, Adm-clerical, Not-in-family, Black, Female, 0, 0, 47, Jamaica, 0
47, Self-emp-not-inc, 216657, 8, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States, 0
36, Private, 278576, 8, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, 0
44, Private, 174373, 6, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 1
73, Private, 220019, 12, 5, Widowed, Other-service, Unmarried, White, Female, 0, 0, 9, United-States, 0
34, Private, 303867, 4, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, 1
37, Private, 154210, 7, 10, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Hong, 0
46, Private, 202560, 7, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, 1
29, Private, 423024, 14, 3, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, Mexico, 0
24, Private, 206671, 5, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
29, State-gov, 245310, 7, 10, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 35, United-States, 0
18, Private, 31983, 9, 8, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 20, United-States, 0
41, Private, 124956, 4, 13, Divorced, Exec-managerial, Unmarried, Black, Female, 0, 0, 90, United-States, 1
59, Private, 118358, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 1
27, Private, 491421, 14, 3, Never-married, Farming-fishing, Unmarried, White, Male, 0, 0, 50, United-States, 0
50, Private, 151580, 6, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, 0
25, Private, 248990, 15, 2, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 24, Mexico, 0
42, Private, 157425, 4, 13, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 45, United-States, 0
36, Private, 221650, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Japan, 0
62, Private, 88055, 7, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 60, United-States, 1
71, Private, 216608, 5, 11, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, 0
38, Private, 682947, 4, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 55, United-States, 1
44, Private, 228124, 8, 9, Married-spouse-absent, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, 0
49, Self-emp-not-inc, 171540, 7, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States, 0
60, Self-emp-inc, 210827, 4, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 40, United-States, 1
28, Self-emp-not-inc, 410351, 8, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, Poland, 0
26, Private, 163747, 4, 13, Never-married, Sales, Not-in-family, White, Female, 0, 0, 55, United-States, 0
18, Private, 108892, 10, 7, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 12, United-States, 0
43, Private, 180096, 5, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, 1
65, Local-gov, 153890, 9, 8, Widowed, Exec-managerial, Not-in-family, White, Male, 2009, 0, 44, United-States, 0
23, Private, 117480, 11, 6, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 44, United-States, 0
21, Private, 163333, 7, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 35, United-States, 0
20, Self-emp-not-inc, 306710, 8, 9, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 40, United-States, 0
19, Private, 150553, 7, 10, Never-married, Sales, Own-child, Asian-Pac-Islander, Female, 0, 0, 18, Philippines, 0
77, Private, 123959, 8, 9, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 32, United-States, 0
32, Private, 24961, 5, 11, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, 0
37, Local-gov, 327120, 7, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 30, United-States, 0
29, Self-emp-not-inc, 33798, 8, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 45, United-States, 0
59, Private, 81929, 1, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 2415, 45, United-States, 1
22, Private, 298489, 7, 10, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, 0
31, Private, 144064, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States, 1
59, Self-emp-not-inc, 195835, 8, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, 0
29, Federal-gov, 184723, 7, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, 1
56, Private, 265086, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, 1
19, Private, 235909, 7, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 20, United-States, 0
37, Private, 42645, 8, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, 0
58, State-gov, 279878, 3, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 1
41, Private, 104892, 3, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 1
29, Private, 137063, 8, 9, Never-married, Sales, Unmarried, White, Male, 0, 0, 38, United-States, 0
38, Self-emp-not-inc, 58972, 8, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, 0
36, Private, 126675, 3, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1977, 50, United-States, 1
